"","CaseChannel","CaseDepartment","CaseID","Activity","Resource","CompleteTimestamp","Month","Weekday"
"2067","Internet","General","case-4584","T06 Determine necessity of stop advice","admin2",2011-01-10 12:34:52.561,"1","1"
"2068","Internet","General","case-4585","Confirmation of receipt","Resource01",2010-12-15 10:19:34.036,"12","3"
"2069","Internet","General","case-4585","T02 Check confirmation of receipt","Resource01",2010-12-15 10:19:48.333,"12","3"
"2070","Internet","General","case-4585","T06 Determine necessity of stop advice","Resource01",2010-12-15 10:20:49.913,"12","3"
"2071","Internet","General","case-4585","T10 Determine necessity to stop indication","Resource01",2010-12-15 10:21:48.053,"12","3"
"2072","Internet","General","case-4585","T04 Determine confirmation of receipt","Resource19",2010-12-16 09:06:38.602,"12","4"
"2073","Internet","General","case-4585","T05 Print and send confirmation of receipt","admin1",2010-12-17 10:13:46.099,"12","5"
"2074","Internet","General","case-4586","Confirmation of receipt","Resource02",2010-12-06 11:31:06.615,"12","1"
"2075","Internet","General","case-4586","T02 Check confirmation of receipt","Resource02",2010-12-06 11:31:25.672,"12","1"
"2076","Internet","General","case-4586","T04 Determine confirmation of receipt","Resource10",2010-12-06 11:59:32.057,"12","1"
"2077","Internet","General","case-4586","T05 Print and send confirmation of receipt","admin1",2010-12-06 15:12:40.9,"12","1"
"2078","Internet","General","case-4586","T06 Determine necessity of stop advice","Resource02",2011-01-11 08:06:16.422,"1","2"
"2079","Internet","General","case-4586","T10 Determine necessity to stop indication","Resource02",2011-01-11 08:06:40.034,"1","2"
"2080","Internet","General","case-4587","Confirmation of receipt","Resource17",2010-12-02 15:19:45.492,"12","4"
"2081","Internet","General","case-4587","T06 Determine necessity of stop advice","Resource17",2010-12-02 15:20:40.607,"12","4"
"2082","Internet","General","case-4587","T10 Determine necessity to stop indication","Resource17",2010-12-02 15:27:36.589,"12","4"
"2083","Internet","General","case-4587","T02 Check confirmation of receipt","Resource08",2010-12-09 15:29:05.537,"12","4"
"2084","Internet","General","case-4587","T04 Determine confirmation of receipt","Resource10",2010-12-10 08:19:38.578,"12","5"
"2085","Internet","General","case-4587","T05 Print and send confirmation of receipt","admin1",2010-12-10 14:04:12.304,"12","5"
"2086","Internet","General","case-4589","Confirmation of receipt","Resource07",2010-12-06 10:16:34.347,"12","1"
"2087","Internet","General","case-4589","T06 Determine necessity of stop advice","Resource07",2010-12-06 10:18:57.378,"12","1"
"2088","Internet","General","case-4589","T02 Check confirmation of receipt","Resource07",2010-12-06 10:19:25.141,"12","1"
"2089","Internet","General","case-4589","T04 Determine confirmation of receipt","Resource07",2010-12-06 10:19:40.45,"12","1"
"2090","Internet","General","case-4589","T10 Determine necessity to stop indication","Resource07",2010-12-06 10:20:07.236,"12","1"
"2091","Internet","General","case-4589","T05 Print and send confirmation of receipt","admin1",2010-12-06 14:42:01.49,"12","1"
"2092","Internet","General","case-4592","Confirmation of receipt","Resource07",2010-12-14 10:02:42.366,"12","2"
"2093","Internet","General","case-4592","T06 Determine necessity of stop advice","Resource07",2010-12-14 10:03:43.13,"12","2"
"2094","Internet","General","case-4592","T10 Determine necessity to stop indication","Resource07",2010-12-14 10:04:53.418,"12","2"
"2095","Internet","General","case-4592","T16 Report reasons to hold request","Resource07",2010-12-14 10:08:02.373,"12","2"
"2096","Internet","General","case-4592","T17 Check report Y to stop indication","Resource07",2010-12-14 10:09:30.738,"12","2"
"2097","Internet","General","case-4592","T19 Determine report Y to stop indication","Resource07",2010-12-14 10:09:44.859,"12","2"
"2098","Internet","General","case-4592","T20 Print report Y to stop indication","Resource07",2010-12-14 10:10:06.033,"12","2"
"2099","Internet","General","case-4592","T02 Check confirmation of receipt","Resource19",2010-12-16 09:01:32.454,"12","4"
"2100","Internet","General","case-4592","T03 Adjust confirmation of receipt","Resource07",2010-12-16 10:46:30.287,"12","4"
"2101","Internet","General","case-4592","T02 Check confirmation of receipt","Resource07",2010-12-16 10:47:06.958,"12","4"
"2102","Internet","General","case-4592","T04 Determine confirmation of receipt","Resource07",2010-12-16 10:47:46.773,"12","4"
"2103","Internet","General","case-4592","T05 Print and send confirmation of receipt","Resource07",2010-12-16 10:48:20.867,"12","4"
"2104","Internet","General","case-4598","Confirmation of receipt","Resource34",2010-12-10 14:42:47.518,"12","5"
"2105","Internet","General","case-4598","T02 Check confirmation of receipt","Resource34",2010-12-10 14:44:09.214,"12","5"
"2106","Internet","General","case-4598","T04 Determine confirmation of receipt","Resource34",2010-12-10 14:45:04.207,"12","5"
"2107","Internet","General","case-4598","T05 Print and send confirmation of receipt","Resource34",2010-12-10 14:45:54.662,"12","5"
"2108","Internet","General","case-4598","T06 Determine necessity of stop advice","Resource34",2010-12-10 14:46:56.741,"12","5"
"2109","Internet","General","case-4598","T10 Determine necessity to stop indication","Resource34",2010-12-10 14:48:00.37,"12","5"
"2110","Internet","General","case-4599","Confirmation of receipt","Resource02",2010-12-06 13:55:44.72,"12","1"
"2111","Internet","General","case-4599","T02 Check confirmation of receipt","Resource02",2010-12-06 13:55:59.228,"12","1"
"2112","Internet","General","case-4599","T04 Determine confirmation of receipt","Resource10",2010-12-07 08:17:59.224,"12","2"
"2113","Internet","General","case-4599","T05 Print and send confirmation of receipt","admin1",2010-12-07 08:32:44.765,"12","2"
"2114","Internet","General","case-4599","T06 Determine necessity of stop advice","admin2",2011-01-10 15:10:37.132,"1","1"
"2115","Internet","General","case-4600","Confirmation of receipt","Resource12",2010-12-14 14:59:22.948,"12","2"
"2116","Internet","General","case-4600","T02 Check confirmation of receipt","Resource10",2010-12-17 10:18:09.656,"12","5"
"2117","Internet","General","case-4600","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:29:45.264,"12","5"
"2118","Internet","General","case-4600","T05 Print and send confirmation of receipt","admin1",2010-12-21 11:03:49.027,"12","2"
"2119","Internet","General","case-4600","T06 Determine necessity of stop advice","Resource12",2011-01-06 13:01:03.546,"1","4"
"2120","Internet","General","case-4600","T10 Determine necessity to stop indication","Resource12",2011-01-06 13:01:37.422,"1","4"
"2121","Internet","General","case-4601","Confirmation of receipt","Resource12",2010-12-14 14:36:38.009,"12","2"
"2122","Internet","General","case-4601","T02 Check confirmation of receipt","Resource10",2010-12-17 10:16:48.413,"12","5"
"2123","Internet","General","case-4601","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:29:29.517,"12","5"
"2124","Internet","General","case-4601","T05 Print and send confirmation of receipt","admin1",2010-12-21 11:25:16.429,"12","2"
"2125","Internet","General","case-4601","T06 Determine necessity of stop advice","Resource12",2011-09-16 11:44:54.556,"9","5"
"2126","Internet","General","case-4601","T10 Determine necessity to stop indication","Resource12",2011-09-16 11:45:39.533,"9","5"
"2127","Internet","General","case-4602","Confirmation of receipt","Resource17",2010-12-09 16:13:14.649,"12","4"
"2128","Internet","General","case-4602","T06 Determine necessity of stop advice","Resource17",2010-12-09 16:13:53.468,"12","4"
"2129","Internet","General","case-4602","T10 Determine necessity to stop indication","Resource17",2010-12-09 16:14:07.565,"12","4"
"2130","Internet","General","case-4602","T02 Check confirmation of receipt","Resource04",2010-12-10 14:29:28.27,"12","5"
"2131","Internet","General","case-4602","T04 Determine confirmation of receipt","Resource10",2010-12-10 16:13:27.991,"12","5"
"2132","Internet","General","case-4602","T05 Print and send confirmation of receipt","admin1",2010-12-14 08:30:14.495,"12","2"
"2133","Internet","General","case-4603","Confirmation of receipt","Resource07",2010-12-06 11:43:40.461,"12","1"
"2134","Internet","General","case-4603","T02 Check confirmation of receipt","Resource07",2010-12-06 11:43:57.995,"12","1"
"2135","Internet","General","case-4603","T04 Determine confirmation of receipt","Resource07",2010-12-06 11:44:11.319,"12","1"
"2136","Internet","General","case-4603","T06 Determine necessity of stop advice","Resource07",2010-12-06 11:44:36.318,"12","1"
"2137","Internet","General","case-4603","T10 Determine necessity to stop indication","Resource07",2010-12-06 11:44:56.579,"12","1"
"2138","Internet","General","case-4603","T05 Print and send confirmation of receipt","admin1",2010-12-06 15:05:46.768,"12","1"
"2139","Internet","General","case-4604","Confirmation of receipt","Resource07",2010-12-02 16:30:23.852,"12","4"
"2140","Internet","General","case-4604","T06 Determine necessity of stop advice","Resource07",2010-12-02 16:31:39.999,"12","4"
"2141","Internet","General","case-4604","T02 Check confirmation of receipt","Resource07",2010-12-02 16:32:38.152,"12","4"
"2142","Internet","General","case-4604","T04 Determine confirmation of receipt","Resource07",2010-12-02 16:33:13.669,"12","4"
"2143","Internet","General","case-4604","T05 Print and send confirmation of receipt","admin1",2010-12-06 14:36:38.951,"12","1"
"2144","Internet","General","case-4604","T10 Determine necessity to stop indication","Resource07",2010-12-07 08:38:07.394,"12","2"
"2145","Internet","General","case-4605","Confirmation of receipt","Resource04",2010-12-07 15:33:40.283,"12","2"
"2146","Internet","General","case-4605","T02 Check confirmation of receipt","Resource04",2010-12-07 15:33:55.01,"12","2"
"2147","Internet","General","case-4605","T04 Determine confirmation of receipt","Resource10",2010-12-07 17:40:02.396,"12","2"
"2148","Internet","General","case-4605","T05 Print and send confirmation of receipt","admin1",2010-12-08 09:42:51.112,"12","3"
"2149","Internet","General","case-4605","T06 Determine necessity of stop advice","Resource04",2010-12-08 16:04:09.031,"12","3"
"2150","Internet","General","case-4605","T10 Determine necessity to stop indication","Resource04",2010-12-08 16:04:22.644,"12","3"
"2151","Internet","General","case-4608","Confirmation of receipt","Resource04",2010-12-17 13:09:03.663,"12","5"
"2152","Internet","General","case-4608","T02 Check confirmation of receipt","Resource04",2010-12-17 13:09:24.659,"12","5"
"2153","Internet","General","case-4608","T04 Determine confirmation of receipt","Resource04",2010-12-17 13:09:36.206,"12","5"
"2154","Internet","General","case-4608","T06 Determine necessity of stop advice","Resource04",2010-12-17 13:09:49.891,"12","5"
"2155","Internet","General","case-4608","T10 Determine necessity to stop indication","Resource04",2010-12-17 13:10:07.683,"12","5"
"2156","Internet","General","case-4608","T05 Print and send confirmation of receipt","Resource04",2010-12-20 16:15:26.476,"12","1"
"2157","Internet","General","case-4619","Confirmation of receipt","Resource08",2010-12-03 13:48:01.931,"12","5"
"2158","Internet","General","case-4619","T02 Check confirmation of receipt","Resource08",2010-12-03 13:48:16.495,"12","5"
"2159","Internet","General","case-4619","T04 Determine confirmation of receipt","Resource10",2010-12-03 14:50:01.85,"12","5"
"2160","Internet","General","case-4619","T05 Print and send confirmation of receipt","admin1",2010-12-06 14:40:49.307,"12","1"
"2161","Internet","General","case-4619","T06 Determine necessity of stop advice","Resource08",2010-12-13 10:37:38.475,"12","1"
"2162","Internet","General","case-4619","T10 Determine necessity to stop indication","Resource08",2010-12-13 10:37:55.173,"12","1"
"2163","Internet","General","case-4623","Confirmation of receipt","Resource07",2010-12-07 09:07:53.862,"12","2"
"2164","Internet","General","case-4623","T06 Determine necessity of stop advice","Resource07",2010-12-07 09:11:47.505,"12","2"
"2165","Internet","General","case-4623","T10 Determine necessity to stop indication","Resource07",2010-12-07 09:23:21.902,"12","2"
"2166","Internet","General","case-4623","T02 Check confirmation of receipt","Resource19",2010-12-07 14:30:37.692,"12","2"
"2167","Internet","General","case-4623","T04 Determine confirmation of receipt","Resource10",2010-12-07 16:43:51.518,"12","2"
"2168","Internet","General","case-4623","T05 Print and send confirmation of receipt","admin1",2010-12-08 09:38:23.535,"12","3"
"2169","Internet","General","case-4623","T11 Create document X request unlicensed","Resource07",2010-12-10 08:11:58.211,"12","5"
"2170","Internet","General","case-4623","T12 Check document X request unlicensed","Resource19",2010-12-10 08:46:30.628,"12","5"
"2171","Internet","General","case-4623","T14 Determine document X request unlicensed","Resource07",2010-12-10 09:36:37.075,"12","5"
"2172","Internet","General","case-4623","T15 Print document X request unlicensed","Resource07",2010-12-10 09:36:47.84,"12","5"
"2173","Internet","General","case-4632","Confirmation of receipt","Resource07",2010-12-07 09:49:35.925,"12","2"
"2174","Internet","General","case-4632","T06 Determine necessity of stop advice","Resource07",2010-12-07 09:50:57.824,"12","2"
"2175","Internet","General","case-4632","T10 Determine necessity to stop indication","Resource07",2010-12-07 09:52:00.389,"12","2"
"2176","Internet","General","case-4632","T02 Check confirmation of receipt","Resource19",2010-12-07 14:31:47.009,"12","2"
"2177","Internet","General","case-4632","T04 Determine confirmation of receipt","Resource10",2010-12-07 16:24:15.374,"12","2"
"2178","Internet","General","case-4632","T05 Print and send confirmation of receipt","admin1",2010-12-08 09:37:15.669,"12","3"
"2179","Internet","General","case-4633","Confirmation of receipt","admin2",2011-01-19 10:13:09.527,"1","3"
"2180","Internet","General","case-4639","Confirmation of receipt","Resource01",2010-12-15 11:52:03.599,"12","3"
"2181","Internet","General","case-4639","T02 Check confirmation of receipt","Resource01",2010-12-15 11:56:46.605,"12","3"
"2182","Internet","General","case-4639","T04 Determine confirmation of receipt","Resource01",2010-12-15 11:58:21.887,"12","3"
"2183","Internet","General","case-4639","T05 Print and send confirmation of receipt","Resource01",2010-12-15 11:59:52.331,"12","3"
"2184","Internet","General","case-4639","T06 Determine necessity of stop advice","Resource01",2010-12-15 12:00:06.209,"12","3"
"2185","Internet","General","case-4639","T10 Determine necessity to stop indication","Resource01",2010-12-15 12:00:32.199,"12","3"
"2186","Internet","General","case-4640","Confirmation of receipt","Resource08",2010-12-09 15:58:25.494,"12","4"
"2187","Internet","General","case-4640","T02 Check confirmation of receipt","Resource08",2010-12-09 15:58:39.802,"12","4"
"2188","Internet","General","case-4640","T04 Determine confirmation of receipt","Resource10",2010-12-10 08:21:44.667,"12","5"
"2189","Internet","General","case-4640","T05 Print and send confirmation of receipt","admin1",2010-12-10 14:03:12.34,"12","5"
"2190","Internet","General","case-4640","T06 Determine necessity of stop advice","Resource08",2010-12-13 13:29:35.449,"12","1"
"2191","Internet","General","case-4640","T10 Determine necessity to stop indication","Resource08",2010-12-14 09:32:26.216,"12","2"
"2192","Internet","General","case-4641","Confirmation of receipt","Resource07",2010-12-10 15:58:10.79,"12","5"
"2193","Internet","General","case-4641","T06 Determine necessity of stop advice","Resource07",2010-12-10 15:59:33.005,"12","5"
"2194","Internet","General","case-4641","T02 Check confirmation of receipt","Resource19",2010-12-10 16:02:14.805,"12","5"
"2195","Internet","General","case-4641","T10 Determine necessity to stop indication","Resource07",2010-12-10 16:03:45.699,"12","5"
"2196","Internet","General","case-4641","T04 Determine confirmation of receipt","Resource07",2010-12-10 16:06:24.227,"12","5"
"2197","Internet","General","case-4641","T05 Print and send confirmation of receipt","Resource07",2010-12-10 16:06:34.697,"12","5"
"2198","Internet","General","case-4653","Confirmation of receipt","Resource15",2010-12-10 09:06:10.53,"12","5"
"2199","Internet","General","case-4653","T02 Check confirmation of receipt","Resource15",2010-12-10 09:06:28.682,"12","5"
"2200","Internet","General","case-4653","T04 Determine confirmation of receipt","Resource15",2010-12-10 09:06:42.567,"12","5"
"2201","Internet","General","case-4653","T06 Determine necessity of stop advice","Resource15",2010-12-10 09:17:46.605,"12","5"
"2202","Internet","General","case-4653","T10 Determine necessity to stop indication","Resource15",2010-12-10 09:19:16.776,"12","5"
"2203","Internet","General","case-4653","T05 Print and send confirmation of receipt","admin1",2010-12-10 14:07:31.101,"12","5"
"2204","Internet","General","case-4654","Confirmation of receipt","Resource15",2010-12-10 10:56:54.593,"12","5"
"2205","Internet","General","case-4654","T06 Determine necessity of stop advice","Resource15",2010-12-10 10:57:14.025,"12","5"
"2206","Internet","General","case-4654","T02 Check confirmation of receipt","Resource15",2010-12-10 10:58:30.167,"12","5"
"2207","Internet","General","case-4654","T04 Determine confirmation of receipt","Resource15",2010-12-10 10:58:44.669,"12","5"
"2208","Internet","General","case-4654","T10 Determine necessity to stop indication","Resource15",2010-12-10 10:59:02.44,"12","5"
"2209","Internet","General","case-4654","T05 Print and send confirmation of receipt","admin1",2010-12-10 14:11:06.185,"12","5"
"2210","Internet","General","case-4656","Confirmation of receipt","Resource17",2010-12-14 15:42:36.276,"12","2"
"2211","Internet","General","case-4656","T02 Check confirmation of receipt","Resource17",2010-12-14 15:43:12.701,"12","2"
"2212","Internet","General","case-4656","T06 Determine necessity of stop advice","Resource17",2010-12-14 15:43:41.072,"12","2"
"2213","Internet","General","case-4656","T04 Determine confirmation of receipt","Resource17",2010-12-14 15:44:42.533,"12","2"
"2214","Internet","General","case-4656","T10 Determine necessity to stop indication","Resource17",2010-12-14 15:45:04.757,"12","2"
"2215","Internet","General","case-4656","T05 Print and send confirmation of receipt","admin1",2010-12-15 08:35:18.185,"12","3"
"2216","Internet","General","case-4666","Confirmation of receipt","Resource08",2010-12-14 12:50:47.719,"12","2"
"2217","Internet","General","case-4666","T02 Check confirmation of receipt","Resource08",2010-12-14 12:51:07.579,"12","2"
"2218","Internet","General","case-4666","T04 Determine confirmation of receipt","Resource10",2010-12-15 16:47:37.064,"12","3"
"2219","Internet","General","case-4666","T05 Print and send confirmation of receipt","admin1",2010-12-17 10:11:54.027,"12","5"
"2220","Internet","General","case-4666","T06 Determine necessity of stop advice","Resource08",2011-01-07 14:44:48.678,"1","5"
"2221","Internet","General","case-4666","T10 Determine necessity to stop indication","Resource08",2011-01-07 14:45:05.256,"1","5"
"2222","Internet","General","case-4667","Confirmation of receipt","Resource12",2010-12-14 10:10:14.666,"12","2"
"2223","Internet","General","case-4667","T02 Check confirmation of receipt","Resource24",2010-12-22 14:09:01.192,"12","3"
"2224","Internet","General","case-4667","T04 Determine confirmation of receipt","Resource10",2010-12-22 14:14:47.466,"12","3"
"2225","Internet","General","case-4667","T05 Print and send confirmation of receipt","admin1",2010-12-24 10:03:05.766,"12","5"
"2226","Internet","General","case-4667","T06 Determine necessity of stop advice","Resource12",2011-01-06 12:21:20.609,"1","4"
"2227","Internet","General","case-4667","T07-5 Draft intern advice aspect 5","Resource12",2011-01-06 12:21:55.888,"1","4"
"2228","Internet","General","case-4667","T06 Determine necessity of stop advice","Resource12",2011-01-06 12:22:24.2,"1","4"
"2229","Internet","General","case-4667","T07-5 Draft intern advice aspect 5","Resource12",2011-01-06 12:22:51.49,"1","4"
"2230","Internet","General","case-4667","T06 Determine necessity of stop advice","Resource12",2011-01-06 12:23:38.884,"1","4"
"2231","Internet","General","case-4667","T10 Determine necessity to stop indication","Resource12",2011-01-06 12:24:09.724,"1","4"
"2232","Internet","General","case-4677","Confirmation of receipt","Resource15",2010-12-10 11:23:33.213,"12","5"
"2233","Internet","General","case-4677","T02 Check confirmation of receipt","Resource15",2010-12-10 11:23:49.409,"12","5"
"2234","Internet","General","case-4677","T04 Determine confirmation of receipt","Resource15",2010-12-10 11:24:00.09,"12","5"
"2235","Internet","General","case-4677","T06 Determine necessity of stop advice","Resource15",2010-12-10 11:24:23.663,"12","5"
"2236","Internet","General","case-4677","T10 Determine necessity to stop indication","Resource15",2010-12-10 11:24:45.453,"12","5"
"2237","Internet","General","case-4677","T05 Print and send confirmation of receipt","admin1",2010-12-10 14:12:49.726,"12","5"
"2238","Internet","General","case-4678","Confirmation of receipt","Resource07",2010-12-10 16:20:10.289,"12","5"
"2239","Internet","General","case-4678","T06 Determine necessity of stop advice","Resource07",2010-12-10 16:23:10.841,"12","5"
"2240","Internet","General","case-4678","T10 Determine necessity to stop indication","Resource07",2010-12-10 16:23:39.51,"12","5"
"2241","Internet","General","case-4678","T02 Check confirmation of receipt","Resource19",2010-12-13 10:46:30.738,"12","1"
"2242","Internet","General","case-4678","T04 Determine confirmation of receipt","Resource07",2010-12-13 13:18:34.872,"12","1"
"2243","Internet","General","case-4678","T05 Print and send confirmation of receipt","Resource07",2010-12-13 13:18:59.128,"12","1"
"2244","Internet","General","case-4680","Confirmation of receipt","Resource11",2010-12-15 11:14:56.714,"12","3"
"2245","Internet","General","case-4680","T06 Determine necessity of stop advice","Resource11",2010-12-15 11:18:47.684,"12","3"
"2246","Internet","General","case-4680","T10 Determine necessity to stop indication","Resource11",2010-12-15 11:19:08.606,"12","3"
"2247","Internet","General","case-4680","T02 Check confirmation of receipt","Resource19",2010-12-16 09:41:59.769,"12","4"
"2248","Internet","General","case-4680","T04 Determine confirmation of receipt","Resource10",2010-12-16 10:11:57.396,"12","4"
"2249","Internet","General","case-4680","T05 Print and send confirmation of receipt","admin1",2010-12-17 10:20:19.08,"12","5"
"2250","Internet","General","case-4683","Confirmation of receipt","Resource07",2010-12-10 16:52:36.937,"12","5"
"2251","Internet","General","case-4683","T06 Determine necessity of stop advice","Resource07",2010-12-10 16:52:53.468,"12","5"
"2252","Internet","General","case-4683","T10 Determine necessity to stop indication","Resource07",2010-12-10 16:53:12.143,"12","5"
"2253","Internet","General","case-4683","T02 Check confirmation of receipt","Resource19",2010-12-13 10:50:02.107,"12","1"
"2254","Internet","General","case-4683","T04 Determine confirmation of receipt","Resource26",2010-12-13 15:43:21.453,"12","1"
"2255","Internet","General","case-4683","T05 Print and send confirmation of receipt","Resource07",2010-12-13 16:35:31.886,"12","1"
"2256","Internet","General","case-4687","Confirmation of receipt","Resource11",2010-12-15 09:51:38.429,"12","3"
"2257","Internet","General","case-4687","T06 Determine necessity of stop advice","Resource11",2010-12-15 15:18:20.714,"12","3"
"2258","Internet","General","case-4687","T10 Determine necessity to stop indication","Resource11",2010-12-15 15:26:25.687,"12","3"
"2259","Internet","General","case-4687","T02 Check confirmation of receipt","Resource19",2010-12-16 09:04:18.683,"12","4"
"2260","Internet","General","case-4687","T04 Determine confirmation of receipt","Resource10",2010-12-16 10:06:11.632,"12","4"
"2261","Internet","General","case-4687","T05 Print and send confirmation of receipt","admin1",2010-12-17 10:18:49.301,"12","5"
"2262","Internet","General","case-4758","Confirmation of receipt","Resource08",2010-12-23 15:12:06.884,"12","4"
"2263","Internet","General","case-4758","T02 Check confirmation of receipt","Resource08",2010-12-23 15:12:31.902,"12","4"
"2264","Internet","General","case-4758","T06 Determine necessity of stop advice","Resource08",2010-12-23 15:13:01.771,"12","4"
"2265","Internet","General","case-4758","T10 Determine necessity to stop indication","Resource08",2010-12-23 15:13:26.677,"12","4"
"2266","Internet","General","case-4758","T04 Determine confirmation of receipt","Resource10",2010-12-24 09:26:17.172,"12","5"
"2267","Internet","General","case-4758","T05 Print and send confirmation of receipt","admin1",2010-12-24 10:04:59.868,"12","5"
"2268","Internet","General","case-4759","Confirmation of receipt","Resource15",2010-12-24 15:41:15.271,"12","5"
"2269","Internet","General","case-4759","T02 Check confirmation of receipt","Resource15",2010-12-24 15:50:46.154,"12","5"
"2270","Internet","General","case-4759","T04 Determine confirmation of receipt","Resource10",2010-12-24 15:52:58.737,"12","5"
"2271","Internet","General","case-4759","T05 Print and send confirmation of receipt","admin1",2010-12-30 13:10:44.088,"12","4"
"2272","Internet","General","case-4759","T06 Determine necessity of stop advice","Resource15",2011-01-04 09:49:09.87,"1","2"
"2273","Internet","General","case-4759","T10 Determine necessity to stop indication","Resource15",2011-01-04 09:49:28.293,"1","2"
"2274","Internet","General","case-4760","Confirmation of receipt","Resource10",2010-12-17 10:13:19.586,"12","5"
"2275","Internet","General","case-4760","T02 Check confirmation of receipt","Resource10",2010-12-17 10:28:56.96,"12","5"
"2276","Internet","General","case-4760","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:36:47.021,"12","5"
"2277","Internet","General","case-4760","T06 Determine necessity of stop advice","Resource11",2010-12-27 12:13:01.685,"12","1"
"2278","Internet","General","case-4760","T10 Determine necessity to stop indication","Resource11",2010-12-27 12:13:18.227,"12","1"
"2279","Internet","General","case-4760","T05 Print and send confirmation of receipt","Resource11",2010-12-29 08:58:19.317,"12","3"
"2280","Desk","General","case-4762","Confirmation of receipt","Resource25",2010-12-14 14:18:22.511,"12","2"
"2281","Desk","General","case-4762","T06 Determine necessity of stop advice","Resource25",2010-12-14 14:19:59.793,"12","2"
"2282","Desk","General","case-4762","T07-2 Draft intern advice aspect 2","Resource25",2010-12-14 14:21:46.996,"12","2"
"2283","Desk","General","case-4762","T08 Draft and send request for advice","Resource25",2010-12-14 14:23:12.19,"12","2"
"2284","Desk","General","case-4762","T09-3 Process or receive external advice from party 3","Resource25",2010-12-14 14:23:26.15,"12","2"
"2285","Desk","General","case-4762","T06 Determine necessity of stop advice","Resource25",2010-12-14 14:24:32.145,"12","2"
"2286","Desk","General","case-4762","T07-2 Draft intern advice aspect 2","Resource25",2010-12-14 14:25:01.495,"12","2"
"2287","Desk","General","case-4762","T06 Determine necessity of stop advice","Resource25",2010-12-14 14:25:20.301,"12","2"
"2288","Desk","General","case-4762","T10 Determine necessity to stop indication","Resource25",2010-12-14 14:25:46.918,"12","2"
"2289","Desk","General","case-4762","T02 Check confirmation of receipt","Resource25",2010-12-14 15:28:36.139,"12","2"
"2290","Desk","General","case-4762","T04 Determine confirmation of receipt","Resource25",2010-12-14 15:28:58.029,"12","2"
"2291","Desk","General","case-4762","T05 Print and send confirmation of receipt","Resource25",2010-12-14 15:29:17.828,"12","2"
"2292","Internet","General","case-4763","Confirmation of receipt","Resource10",2010-12-17 10:13:44.427,"12","5"
"2293","Internet","General","case-4763","T02 Check confirmation of receipt","Resource10",2010-12-17 10:29:12.335,"12","5"
"2294","Internet","General","case-4763","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:32:02.597,"12","5"
"2295","Internet","General","case-4763","T06 Determine necessity of stop advice","Resource04",2010-12-17 14:33:12.157,"12","5"
"2296","Internet","General","case-4763","T10 Determine necessity to stop indication","Resource04",2010-12-17 14:33:28.363,"12","5"
"2297","Internet","General","case-4763","T05 Print and send confirmation of receipt","admin1",2010-12-21 10:24:37.017,"12","2"
"2298","Internet","General","case-4764","Confirmation of receipt","Resource10",2010-12-17 10:14:56.246,"12","5"
"2299","Internet","General","case-4764","T02 Check confirmation of receipt","Resource10",2010-12-17 10:28:20.061,"12","5"
"2300","Internet","General","case-4764","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:37:33.595,"12","5"
"2301","Internet","General","case-4764","T05 Print and send confirmation of receipt","Resource08",2010-12-23 13:58:32.473,"12","4"
"2302","Internet","General","case-4764","T06 Determine necessity of stop advice","Resource08",2010-12-23 14:05:11.82,"12","4"
"2303","Internet","General","case-4764","T10 Determine necessity to stop indication","Resource08",2010-12-23 14:05:27.585,"12","4"
"2304","Internet","General","case-4765","Confirmation of receipt","Resource10",2010-12-17 10:15:20.283,"12","5"
"2305","Internet","General","case-4765","T02 Check confirmation of receipt","Resource10",2010-12-17 10:25:35.968,"12","5"
"2306","Internet","General","case-4765","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:36:12.941,"12","5"
"2307","Internet","General","case-4765","T06 Determine necessity of stop advice","Resource07",2010-12-24 14:28:48.056,"12","5"
"2308","Internet","General","case-4765","T10 Determine necessity to stop indication","Resource07",2010-12-24 14:31:04.482,"12","5"
"2309","Internet","General","case-4765","T05 Print and send confirmation of receipt","Resource07",2011-01-06 10:50:16.044,"1","4"
"2310","Post","General","case-4766","Confirmation of receipt","Resource01",2010-12-15 08:24:10.397,"12","3"
"2311","Post","General","case-4766","T02 Check confirmation of receipt","Resource01",2010-12-15 08:24:27.187,"12","3"
"2312","Post","General","case-4766","T06 Determine necessity of stop advice","Resource01",2010-12-15 08:25:15.553,"12","3"
"2313","Post","General","case-4766","T10 Determine necessity to stop indication","Resource01",2010-12-15 08:26:22.885,"12","3"
"2314","Post","General","case-4766","T04 Determine confirmation of receipt","Resource19",2010-12-15 08:56:36.486,"12","3"
"2315","Post","General","case-4766","T05 Print and send confirmation of receipt","admin1",2010-12-15 10:21:26.537,"12","3"
"2316","Internet","General","case-4767","Confirmation of receipt","Resource10",2010-12-17 10:15:36.442,"12","5"
"2317","Internet","General","case-4767","T02 Check confirmation of receipt","Resource10",2010-12-17 10:25:50.044,"12","5"
"2318","Internet","General","case-4767","T04 Determine confirmation of receipt","Resource10",2010-12-17 10:37:19.123,"12","5"
"2319","Internet","General","case-4767","T06 Determine necessity of stop advice","Resource17",2010-12-20 11:20:28.836,"12","1"
